id,Text,Label
509,لهالكلمات انا عارفة انت معتقل ياريس بس معلش المعتقل للرجال وللأسوود الله يحفظك وينصرك,1
510,"""ربنا يفك اسرك يا ريس وأسر الأحرار عاجل غير اجل""",1
511,"""اسمك النهاردة كان بيرج الشوارع يا ريس، كل النور ما يقطع مصر كلها فنفس واحد كانت بتهتف ""الله يخرب بيتك يا مرسي!""""",2
512,انت كسمك ياض يا مرسي يابن المرة القحبة,0
513,والله ماقحبه ابن قحبه الا انت يا لوطى,0
514,خخخخخخخخ و حاطط صورة العرص خالد مشعل ههههه كسمهم جميعا,0
515,الزعيم البطل ؟ ياعرص دة بيتناك م العساكر  زيك بالضبط,0
516,باين عليك يا ابن الرقاصه احلف انك على ابوك انت لو انت على ابوك جيب عنوانك,0
517,الله يشهد أني لم آل جهداً أو أدخر وسعاً في مقاومة الفساد والإجرام بالقانون مرة وبالاجراءات الثورية مرة فأصبت وأخطأت ولكني لم أخن فيكم أمانتي,1
518,"""الدكتور محمد مرسي. وجه يتشرف المصريين عندما يقولون هذا هو رئيسنا. لايظلم كعبدالناصر  لايسرق كحسني ولايخون كالسيسي""",1
519,الله يفك اسرك يا انسان بمعنى الكلمه هم لا يستحقوا شخص مثلك كيف يستبدل دكتور مثقف حافظ لكتاب الله بابن يهوديه,2
520,ان شاء الله هيرجع واعدام القتلة فى ميدان رابعة,1
521, أنت أكبر خائن بتحكيمك الديمقراطية الكافرة وإستبعادك الشريعة الإسلامية.. والله إنك لخائن للأمانة,2
522,أنتم هكذا ... تصارعون أخوتكم في الإسلام و تدعمون الفاسدين كالسيسي و من على شاكلته ... قبحكم الله,2
523,اخوي صالح انا مو ضد ولا مع مرسي بس عندي استفسار بسيط هل صحيح انه سمح ليران بناء حسينات,1
524,لاتفكر اني ابحث شيء يسيء الضن في مرسي بلاعكس بس كنت اتجادل مع شخص واعطاني هالمعلومات وحبيت اتاكد,1
525,عاش الرئيس الدكتور #محمد_مرسي عاش وشكراً لصاحب فكرة إعادة التغريد من الحساب وقريب الرئيس نفسه هيغرد منه إن شاء الله #الرئيس,1
526,يعني أحداث الاتحادية دي إجراءات ثورية ،!!!!؟؟  تصدق ظلمتك امرسي . #بصقه_بحجم_السماء قبحك الله انت وشرزمتك المجرمة,2
527,ملعون ابو كذبك الشعب مقتلش في بعضه..انتم الي قتلم وحرقتم المسلمين,2
528,"""شعب مصر العظيم  أهنئكم بالعام الهجري الجديد والوطن في ذروة ثورته ، وشبابه في أوج عزمهم ونفاذ كلمتهم #الرئيس""",1
529,كل عام و انت طيب يا ريس ناصرا للحق منصورا به إن شآء الله :)),1
530,كس أمك,0
531,ايه يابنت العرص يالبه جه سيدك ده يامتناكه,0
532,عام أسود على دماغ اللى خلفوك وجابوك يابن الزوانى أنت وجماعتك الوسخة وابن كوم الفواحش اللى قاعد بيتويت ده,0
533,أهو فش غل هعمل إيه يعنى,2
534,صحيح هوفي ذروة ثورته.ولكن على من يرهبه ويقتل جيشه ممن خرج من عباءة جماعتك الخبيثه التي انت باب خيشها.واستخدموك حتى لقيت مصيرك,2
535,ربما يكون الاخوان قد فشلوا سياسيا ولكنهم لم يفشلوا وطنيا ولم يكذبوا ولم يتآمروا ولم يقتلوا المصريين,1
536,مرسي وجماعته هم احرص الناس علي الدول العربية وعلي أمنها ويموتون دونها ولا يسفكون دما ابدا وكل هذا محض افتراء,1
537,ياله ياهبل يابن الاهبل هي ناقصه ميتين أمك علي المسا ياله يابن العبيطه علي زنزنتك انت جي من بره والا من جوا يابلحه,0
538,ايه ياشرموطه روحت شقة العرص بتاعكو ولا لسه يابنت المتناكه,0
539,أصارح الإخوة المسيحيين بأني لاأشعر براحةكبيرة لتلك العلاقات الفاترةالتي لاتخطئها عين خلف الابتسامات والزيارات واللقاءات البروتوكولية #الرئيس,1
540,الاعلام بيفضحكم عشان كده بتهاجموه,2
541,"""سلام عليكم@Lamees_Alhadidi  أسأل الله تعالى أن يفضحك في الدنيا ويفضحك على رأس الخلائق يوم القيامة""",2
542,عدد من القتلى اليوم، والوضع ع وشك الانفجار، ثم يأتي مدعي الشريعة لينكر ع سياسي في عنقه ملايين الناس مسألةجزئية، ليهنك الفقه أبافوزي,1
543,"""""مدعي الشريعة"" كلمة ماهي طيبة منك أخي عبدالرحمن، سامحك الله، على ماذا تنكر علي؟ خالفت الشريعة بماذا؟""",1
544,ايه الكلام العبيط دا!!,2
545,كس امك بجد يعني من غير هزار من قلبي وإلهي,0
546,لم نفسك دة رمز لبلد احترم بلدك على الاقل ناس زبالة,0
547,كلاب الفلول و #جبهة_الانقاذ تعوي في كل مكان، لا تعبأ بهؤلاء الحثالة تجار الدم والملحدين منهم,0
548,سيبك انت .كنت مسخرة يا ريس الله ينور وبرضو كالعادة مفهمتش اى حاجة =)) .. الخلاصة انك بتأكد اهمية رحيلك يوم 30... وصلت يا برنس,2
549,تواضروس كاذب ومتامر لعنة الله عليه,2
550,الكل يعلم ان كل اخواني او بيحترمهم يتحسسون اقفيتهم العريضة منذ ديسمبر٢٠١٢ فكل مصري قد طبع كفه عليها،دعهم يحترقون ولا توجد لهم مراهم #مصر,1
551,سهل أوي إن أي شخص يبقى جبان ، يضربك ويجري ، بالضبط زي ما بيعمل أي حيوان !!,2
552,يامعرص انا وقفت قدامك نصف ساعه ولم تتجرأ تمد أيدك انت كلب زي العرص الكبير ال اسمه السيسي جبناء,0
553,انت قفاك وجعك للدرجة دي ومخليك بتهرتل ومش عارف بتقول ايه .. ع الاقل الاخوان كانت الدولة نفسها ضدهم بس انت اتظبطت بنيويورك,0
554,"""قهر قهر قهر اولع ياكلب كلنا يوسف الحسيني وهنفضل نحبه ونتابعه """,0
555, انا لا هولع ولا حاجة.. شوفي الحسيني اللي عمللي بلوك مسكين.. هيموت نفسو من كثر ما خاد على قفاه,2
556,"""قدع يوسف يعملك بلوك  وبالشبشب على فمك يا ايها الديوث وانت معارض ليوسف مالك بتتنطط زي القرد في كل تغريده""",0
557,مادام بتشتمي يبقى انتي من فصيلة الحسيني المفضوح. نفسي أعرف ليه كلاب السيسي ما فيهمش واحد مؤدب.,2
558,الاخوان مايشتموش ياض ياخول طب كس امك وكس اختك وكس جارتك والحسيني سيد اهلك ياكلب,0
559,محروقين منك علشان انت معلم عليهم وفاضحهم هو ده تمامهم قلة الأدب  ... اوعي تزعل نفسك لو خرج العيب من أهل العيب يبقي عادي,2
560,لا ياروح امك ايدنا احنا الى بقت معلمه ع قفا امه,0
561,٢٠ خروف ب ٨٠ قرن ( علامة رابعة ) واقفين قدام مقر إقامة #الرئيس #السيسي في #نيويورك بيشتموا كالعادة و قالك اعداد غفيرة :) #مصر #تحيا_مصر,2
562,و الله ما في بقرون و معرص غيرك يا عفش يا كلب ساويرس النجس,0
563,اظهر الفروقات الخمس بين هذين الاخوين واكسب معانا خيشت رز. ,1
564,حضرتك ليه حاطط صورتك؟ مش الصورة اللي عالشمال دي صورة حضرتك برضو؟,2
565,والله انتي ادرى  اكيد بتشوفي اللي على اليمين لما بيروحلك بالليل ولا ايه؟,2
566,وكام خروف بكام قرن رافعين صورة السيسى وبيهتفوا طمنا ؟؟,2
567,الراجل الذي ضرب #العرص #يوسف_الحسيني على قفاه يجب عليه غسل يده عشر مرات إحداها بالتراب لان الحسيني انجس من 🐶 الكلب #مصر,0
568,خلي الكلاب الي شتمتك في امريكا اولاد جهاد النكاح يجوا هنا مصر واحنا ننيك ابوهم وهلهم واحد واحد,0
569,طب ماتيجي انت احسن ولا قاقولك ابعتلي امك او اختك تلقيهم خلوين و ملظلظين,0
570,ليه يا كس امك هما احفاد جهاد النكاح زي امك وأختك يا خول يالي رئيسك ومرشدك في السجن بيعملوا مديحه يا عرص,0
571,انت واخد بالك انت بتغلط بس انا عزرك انا لو  دا لو و عمر اي واحد حر هيكون مكانك يا معرص ان كل الامهاد زي امك فتحه رجليها,0
572,"""معلومة:لجنة ال٥٠تم تشكيلها بمعرفة رؤوس الدولة ومنهم #السيسي اتعجب:ممن اكتشفوا فجأة ان الدستور لا يصلح بعد تعليق #الرئيس ،لعن الله المنافقين""",1
573,"""اهدى بس عشان أول لما ها يدعوا لتعديل الدستور أنت أول واحد هاتقول نعم""",2
574,ضحكتي يلا على اساس انك حقاني أوي ده انت اكبر منافق شوفته ف حياتي يامعرض 😑 قال ايه كنت بحترمك😷كتك القرف مطبلاتي,2
575,عملتلي بلوك يامطبلاتي 😂😂😂 كتك وكسه,2
576,أنت غبى با حسينى...كيف سيتم تفعيل المادة الخاصة بتحديد حد أدنى كنسبة من الدخل القومى للانفاق على الصحة ...,2
577, فعلا لعن الله المنافقين سوري يا يوسف انت اللي قلت,2
578,انت يا إما كنت عارف انه دستور مش كويس وبطبل ليه تبقى منافق ..وإما لسه مقتنع إنه كويس بعد ما رئيسك قال غير كده تبقى جاهل,2
579,وربنا يلعنك فاكر حلقة امبارح,2
580,"""العيب و اللعنة مش على المعرضين و المنافقين لوحدهم  العيب على اللى قابل التعريض و النفاق و ما بيقولشى لا و لا عيب""",1
581,"""الشيطان أحمد شاهين نعى الدستور دا من سنتين في اتصال مع عمرو أديب .. أعلن وفاته قبل مولده  ما تقوليش فلك   لعب كبار الإنس""",2
582, انت اول المنافقين والاعلام يجب ان يتتطهر من امثلكم,2
583,"""#اليوم_السابع |  يوسف الحسينى تعليقا على #قانون_مكافحة_الإرهاب : ""كنت عاوزه أشد من كدا""""",1
584,هذا الصنف من البشر أشبه بالكلاب المدللة ، لا يستقوي إلا بوجود صاحبه . ومن الطبيعي أن يتمسك ببقاء حكم العسكر .,0
585,اشد من كده هيطلع من بقك يا آه يا آه,2
586,اذا كان هو كده والارهابين رادو عليه باالعتف ده ولو بقي اشد هيهدو البلد يااستاذ يوسف,1
587, انت وصولي ومطبلاتي مع اي حد وكل حد,2
588,"""انا مكنتش متخيل ان الواد ده كلب ومعرص للدرجادى""",0
589, يا جماعه مفيش راجل يدهوله اشد من كده ؟,0
590,كلب,0
591,التعريص لا دين له و لا وطن,0
592,الله يرحم اول ما ظهرت وكان شكلك تحفة لا لبسك متناسق ولا افكارك ..كل اللوم على باسم يوسف اعطاك شهرة لا تستحقها ...,2
593,حد يدهوله اشد من كده او نادوا الفيل من الجنينه هو ده اللي هيدهوله اشد حاجه في الدنيا بس الحسيني يجهزها ويوسعها للفيل,0
594,تلبية لرغبتكم،الليلة حصريا نعيدعرض اخطر وثيقتين اصليتين من داخل مجلس الوزراء القطري حول تمويل الجزيرة وتعذيب ابن عم تميم #طلعت_ريحتكم #قطر,1
595,ولَك يا فطيس يابن التيس فضائحكم  غطت المعموره فوقك خرا وتحت خرا يابن الخرا وبقول اففففففففففففففف ريحه خرا حمار الذي يسمعلك,0
596,حضرتك من الشخصيات الوثخة بصراحة يا يوسف بجد والله وطبال جيد,0
597,والله يا كلب سويرس هتعيش كلب وتموت كلب,0
598,شكرا علي.الاعادة الحلقة متميزة وانا عن نفسي شفتها تاني شكرا يا يوسف,1
599,تخية عطرة من الادن ،انا من متابعيك ،احتاح منك مساعدة كيف يمكنتي التواصل,1
600,ياوطنى  انت وسوارس,0
601,الراجل بيقول وثائق ايه لزمه الشتيمة,1
602,انت وسخ ونتن ياليتك تسب قطر بس حتى السعودية ماسلمت من قلة تربيتك ياحثالة,0
603,"""ياد يا عبيط يا ابن العبيطة الوسم ""الهاشتاق"" #طلعت_ريحتكم يتكلم عن فساد الحكومة اللبنانية يا خريج المدارس الصليبية """,0
604,سيبك من قطر وتلهي في الفقر اللي عاصركم ومذمة التسول اللي بليتوا العالم معاكم جاتك خيبة يابن فيفي ونت شكلك عامل زي البطة .,0
605,امتنع عن شراء اللحوم الحمراء و مصنعاتها و اقرص ودن التاجر الجشع و يمكن الحكومة تخشن شوية #بلاها_لحمة,1
606,في الكويت هناك حملة شعبية لمقاطعة شراء السمك بسبب ارتفاع أسعاره الجنونية  ...,1
607,من يوم موضوع لحم الحمير وانا ممتنعه عن اللحمة بلاها قرف #بلاها_لحمه,1
608,"""ياريتكم تخوضوا الحرب الخارجية بنفس ضراوة ما تفعلون بالداخل  ردوا ع مرتزقة الجزيرة الذين يعيثون هنا فسادا وتشويها.!""",1
609,"""يعنى انتى مش هتاكلى لحمه هاتقدرى انتم اكلتوا مصر جت ع اللحمه يعنى انه لا يفلح الظالمون""",2
610,وانت علي بالك بتاخد راتب من التليفزيون زي راتب وزير وبتقول ممتنع عن اكل اللحمة. امال الفقراء يعملوا ايه ياكلوا طووب,1
611,"""ومين يقرص ودن تجار الوطن محتكرى صكوك الوطنيه من اعلاميين و سياسيين و عسكر  يا  ابن العلمانيين""",2
612,شكرا روح لامك,0
613,فيه افراد من الحكومة مستفادة من الاسعاردي ، زي ما هي مستفادة من اسعار الغذاء والحديد والاسمنت والاعلاف والعربيات والسلاح,1
614,كداب و شكلك مقضيها سيمون فيميه,2
615,مش دة الحل يا برنس الحل فى ان الدولة تمنع ذبح العجول البتلو والاناث وتدعم الاعلاف للمربيين زى زمان الجزار  لا علاقة لةاكيد بلاها لحمه بس ياريت بتوع الفراخ  ميستغلوش الموقف,1
616,مابين انظمة احترفت الشجب والتنديد وبين ميلشيات عفنة احترفت المزايدة ستظل القضية العربية #فلسطين كما هى،هذه نكبتنا #مصر #السعودية #الإمارات,1
617,للاسف الميليشيات العفنه ضيعت القضية.الفلسطينية !!,1
618,والله لو نزلوا الشوارع وناموا فيها وجابوا شلل لاسرائيل حانشوف ندعمهم ازتي,1
619,"""نكبة ليه بس هو إحنا بنستمد الشعارات والطهارة غير منها وهى ورقة التوت اللى بنغطى بيها مساؤنا وأفعالنا دى نعمة لكتير مش نكبة""",1
620,بس يا عرص,0
621,مابين خونه ومرتزقه تضيع القضيه ولا عزاء لشهداء ضحوا بارواحهم من اجل لا شئ,1
622,"""لا فرق بين نفايات بيروت في الشارع واعلام مصر في الفضاء كلهم  زبالة""",2
623,وما دام امثالك يتقدمون ركب الامة، فلن ينصلح حال الامة,2
624,روح انت حررها  كلم السيس يحررها يقولون إنه بطل,2
625,دلوقتي اللي افتكرت تتكلم عنها يا شيخ اتلهي,2
626,مش هو ده الواد الحسيني بيحاول يفهمنا انه مثقف هه ماشي,2
627,العجيب فهمي هويدي ينتقد #الإمارات لتمويلها إقامة مراكز بحثية لمكافحة الإرهاب #السادة_المحترمون,1
628,"""انا لو منك أكتب مقال ناري عن فهمي هويدي وتسميه""هويدي والشيزوفرينيا""(:""",2
629,مش لازم يكتب عن فهمي هويدي المهم انه يرجع يكتب وخلاص :),1
630,فهمي هويدي هو أحد خوارج العصر كلاب النار واللذين يتاجرون بالدين والدين منهم براء هؤلاء لاوطن لهم ولا دين لهم,2
631,ماذا تريد ايها الحمار الابله من هذه التغريده اتفووووو عليك وعلى اللى مشغلينك,0
632,الحق يا چو .. جددوا تصريح الخطابة للمعتوه برهامي 3 شهور,2
633,الغريبة انك مش فاهم ان رباط حذاء فهمى هويدى بكل الأرجوزات امثالك,2
634,ماذ تتوقعون من أشباه الرجال وماذ تتوقعون من إعلام تلفون العملة,2
635,ولماذا انت تنتقد كل من يعمل على استقرار مصر بحجة حكوك الانسان والحيوان بطل تسخين وحرب على الشرطة والجيش ومصر منك لله,2
636,ومن انت كي تنتقد الاستاذ الكبير فهمي هويدي ... لكنه يستحق تطاولك لانه خاف من بطش ديكتاتور انتم كلابه,2
637,كمان الأستاذ فهمي هويدي قامة سياسية كبيرة ايش دخل الاقزام اللي زيك,2
638,مقاتلات الرافال ستحلق بسماء القاهرة والجيزة فى الثانية والربع ظهرا #مصر #تحيا_مصر #السيسي,1
639,..هو احنا بنحارب حد ..الناس عايز شغل ...الناس كل يوم بتموت ...الله يحرقكم بجاز يا اعلام العار,0
640,هتحيا ازاى ول ما اشكالك متصدرين اعلامها,2
641,امك اسمها حنفي,0
642,يترى حطير بحنيه علشان متزعجش حضرتك ...وما تنتقدهاش كعادتك,1
643,هو ده اخرهم.لكن فشل ساحق فى كل شىء خلال ستين سنة,2
644,"""تحيا مصر #ام_الدنيا يارب مصر دايماً من نصر لنصر احفظ بلادنا يارب واملاها من خيرك""",1
645,....عسكر فاشلون ..وانتم ايها الاعلاميون كاذبون ...مش محتاجين طائرات ...الناس محتاجة تأكل ...وتشرب ...احناعندنا طائرات كثيرة,2
646,واكلنا ايه نشرب عليه ميه؟؟ اللي معاه قرش محيره يجيب سرب طيارات ويطيره!!افادتوا الشعب الجعان بأيه،علمتوهم وسكنتوهم فين؟؟,2
647,السيسي اشتري الرافال وسافر في اكتر من دوله علشان العالم يعترف بدموي زي السيسي بالمناسبه انا كنت سيسي لكن شوفت طبل وقمع وزمر,2
648,طبل تعيش عارض تتوقف,2
649,"""الحكومة توافق على إطلاق اسم المستشار هشام بركات على ميدان ""رابعة"" سابقا #مصر #تحيا_مصر #السيسي""",1
650,تغير الاسامي مبيرجعش حق رابعه العدويه اسم كبير مش متسمي عشان الاخوان .. ما هو ده تمامهم ومتنسوش تقفلو محطة السادات ..,2
651,"""النائب العام لم يكن محامى الشعب لم يحارب قضايا الفساد بل سيتم التصالح مع حسين سالم وعصابة مبارك هيادى انجازات السيسى""",2
652,""" احاه ده بجد ؟  ايه الغباء ده ؟ وهو هشام بركات عمل ايه قدام رابعة العدوية ؟""",0
653,ده الي بيسموه شغل حموات لامؤخذة,2
654,ان شاء الله كده المكان سيتطهر من الرجس الأخواني بعدما حوله الأخوان الي مرحاضاً كبير لقطاع طرق وهاربين من احكام,2
655,انت اهبل ولا شكل كده هو بتسميه الميدان ربنا بينسي الحق اتقوا الله ستحاسبون وهتترمي ف قبر لوحدك هتقابل ربنا ازاي,2
656,قتلوه عشان يعدموا السجناء وسموا ميدان الأبطال علي اسمه ..فعلا شوية معرصين. .............,0
657,احسن بالعند فى اخوانا البعدا,2
658,انت اخيب مل أنجبت ماسرر,2
659,عاش العرص عاش,0
660,#رصد | #شاهد.. رجال دين أجازوا الجنس والخمر وسماع الأغاني,1
661,هؤلاء دعاه على ابواب جهنم كما اخبرنا المصطفى صلى الله عليه وسلم,1
662,هؤلاء رجال دين ؟؟؟!!!  شيء عجيب ... هم عبيد للسيسي فقط ...,2
663,عليهم من ربهم ما يستحقون,1
664,علماء السوء,2
665,خاف ربك يارصد لم نسمع هذا الاسفاف الا على موقع رصد,2
666,عمم على رمم,2
667,"""حسبنا الله ونعم الوكيل ﻻ لﻻسف الشرفاء في السجون""",1
668,الله يخدهم ويريحنا من اشكالهم,2
669,لاهم رجال ولالهم علاقة بدين وخاصة الآديان السماوية كلها حرمت الرزائل التي يحلها هؤلاء الآدعياء ودين الاسلام اكمل وآصح دين,1
670,القراءن - جامع شامل - هو دستورى - اما هؤلاء الزنادقة وامثالهم سحقا لهم - سحقا,2
671,#رصد | #السيسي يصدر قرارا جمهوريا بفرض ضريبة على تذاكر السفر للخارج,1
672,برافوا يا عرص انا عايزك تفشخ ام الشعب ابن القحبه وتخليه يسب ويلعن اليوم اللى انتخبك فيه,0
673,هذا الشعب - الا قليلا - يستحق السيسي وما دونه,2
674,لسنا قليلاً لكن خوفنا قاهرنا,1
675,السكوت له ضريبة وثمن كما ان الاعتراض له ضريبة وثمن,1
676,صدقت ثمن الإعتراض الموت والنفى ثمن السكوت الخزى والعار,1
677,ربنا ينتقم منك ياشيخ,2
678,ده انت دنييي,2
679,هتدفعو يعني هتدفعو,1
680,عمركم يااهل مصر ماراح تشوفون اكلب من السيسي نذل وحقير لابعد درجه,2
681,الله بنتقم منك السيسي شوية وهايفرض ضرائب على الهوا اللي الشعب بيتنفسه وضريبة لانهم لسة عايشين,2
682,#رصد | بلاغ للنائب العام يتهم الفنانة #انتصار بالتحريض على الفسق والفجور,1
683,القحبة لما تتوب بتعرص,0
684,انتصار - لديها توكيل - خليجى - دولى - والله ما حد داخل مصر يقدر يعمل لها حاجة -,1
685,مستنقع زباله,2
686,نعم تحريض على الفسق والقلة الادب كفانا اشكال وسخه كانت زمان تكرم بافعاله الدنيئه وكفى مصر الان السبكى وافلامه الخارجه عن الخلق,0
687,دي بنت وسخة,0
688,لم أكن أتصور أنّ مصر اليوم بهذه الو قاحة....لعنة الله على الليبرالية .....يا أهل مصر أفيقوا...قبل أن تحل الكارثة..,2
689,اصلا من يحكم مصر ومن يحرك مصر هم الفسقه ومن يقدم مصر للعالم ويشوه صورتها اعلامها اصبحت مصر للاسف دوله منحطه بسببهم وبسبب تشويههم,2
690,شخصيه معفنه,2
691,ودت الزانيه ان يكن كل النساء. زواني,0
692,لازم يشغلوا البقر المصري بقضايا تافة مثل حزب الزور الي يقول المراء تجامع زوجها بعد الموت,2
693,"""#رصد | #شاهد | ""المصري"" بعد استبعادها: ""مرشحين صوروا أفلام إباحية واتقبلوا""""",0
694,اصبري شويه حترقصي في مجلس الشوري محتاجينك هناك يا ريسه,2
695,فنانة مين ياعم... هو كل عاهرة صارت فنانة وللا آيه ؟؟؟,2
696,البرلمان من غيرك ملوش طعم,1
697,"""سما المصري بعد استبعادها . هل هي فقط من تستحق الاستبعاد؟  سمك ، لبن، تمر هندي""",1
698,ههههه دي دعاية انتخابية يا جااااااهلة,2
699,هو علشان السيسي مبسوط معاك معناه لازم ترشحي نفسك في البرلمان,1
700,طارق النهرى لكن انت اوسخ منهم,2
701,مخرج مشهد ٣٠ سونيا تقصد خالد يوسف تعني انه مثلها سيء السمعه خسئتي ده احلي من الشرف مفيش !!!,1
702,"""سما المصري كانت الأمل الوحيد للترفيه وأمتاع طرابيش مجلس النواب  سما المصري تقصد في تصريحها مخرج العري والدعاره خالد يوسف""",2
703,والله حرام دي تتمنع اومال حنتفرج على مين يا كلاب,2
704,"""#رصد | بعد قرار وضع صور #السيسي على الحملات السياحية.. ""فيس بوك"": عقبال قطونيل""",2
705,"""وساعتها بقي هيقولوا في الاعلان #القطن_بيتكلم_بيادة :)""",2
706,من صناديق الزبالة - الى حملات السياحة,2
707,الجاسوس الامريكي وكل اسرائيل موشيه السيسي,2
708,"""يستحق هذا الرجل التكريم المناسب له و يليق به ان توضع صوره على جميع الملابس الداخليه  نيالك يا عم السيسي....""",2
709,ايه الشرباااات ده ؟بتقولوا اي هبل في اي حته ،انا صعبان عليه الناس اللي مقتنعه بالهلفطه دى بس معلش ،قليل الحيله معدوش غير الهلفطه,2
710,السيسي غايظكم ليه ياخرفان كنتو عايزين تتحكمو في مصر يا كلاب الشعب ضربكم بالجزمه ودا أقل واجب,0
711,يعني دي سحنه تجيب سياحه يا ناس ؟ دي سحنه تجيب مرض بالكتير,2
712,يعني دي سحنه تجيب سياحه يا ناس ؟ دي سحنه تجيب مرض بالكتير,2
713,لاحول ولاقوة الا بالله,1
714,ابشركم ااسياحه حتتوقف نهائبا,1
715,"""#رصد | مغردون يرشحون ""#مرسي"" لنيل جائزة #نوبل للسلام""",1
716,وده وهو ماسك حمامة السلام,1
717,وهو نحسبه حاز شهادة صدق الإيمان,1
718,كان حيرفع شان مصر ولو كان موجود ما تجرا ال سعود على اليمن  . ليس لانه اخواني لا فقط لان فيه روح الحاكم العادل . مجرد راي شخصي,1
719,لو حرامي كان نفع مع ولاد الكلب و العرص السيسي,0
720,غبي ضيع مصر,2
721,ياخد جائزة الهبل فى الكلام ياشبكه زباله,2
722,هو كان ممكن ياخدها بس فى الشرعية ........اكتر واحد قال الكلمة دى فى خطابه ....حافظ مش فاهم هههههههههههههههه,2
723,لهى سلم على قلبه يأخد اجله هو وعشيرته كلها نوبل مين لمرسى بطيخة..,2
724,هوا راجل كويس.. بس مش توصل لنوبل ..,1
725,ارجو ان لاينالها لأنها جائز ة مشبوهه فلم ينالهاالامن باع قضية.  دينه اووطنه,2
726,#رصد | #مقالات | محمود عليان يكتب : متى يفيق المصريون من وهم #السيسي ؟,1
727,يفيقون  عندما يستقيل,1
728,لما تفوق انت من وهم الاخونه,1
729,لما تبطلو انقلابات علي بعضكم البعض هههههههههههه,1
730,"""عندما يفيق مساطيل الشعب المصري لحظتها سيفيق المصريين من أوهام العرص الأهطل أستبعد أن يفيق المصريين من حالة السٌكر التي هم عليها""",0
731,ومتى يفيق الإخوان من وهم عودة الحلوف مرسى,2
732,مجلة رصد و محمود عليان انتو كلاب وعندكو زهايمر السيسي رئيسكم وزاللكم وحارءكم يا خونه السيسي حابس دمكم ولا تقدرو تلمسوه يامعفنين,0
733,هانفوق لما امك تبيض ياكلب,0
734,كس امك,0
735,معلش هو المخدر قوي كتير,1
736,عندما يصاب الجميع بهذا الوباء,1
737,#رصد | وائل غنيم يعلن عودته إلى الكتابة: سأسرد تفاصيل الـ5 سنوات الماضية,1
738,ربنا ينتقم منك با عميل اﻻمريكان,2
739,خاف علي نفسك خلاص اخرك رصاصه بالنسبه لاي حد بيعترض علي كلام من السلطه الحاليه,2
740,كلب و  ﻻ يسوى,2
741,روح في داهية,2
742,كما لو أنه عندة الحقيقة كاملة,1
743,"""ربنا ينتاقم منك ومن أمثالك  خربتها وسلمتها للعسكر بغباءك انت وأمثالك""",2
744,ههههههههه هو كتب من مصر ولا من أمريكا بس شوف اهم حاجه انك تتهم الاخوان,1
745,عميل وانكشف  ولو راجل امشى فى اى شارع مصرى,2
746,سنوات سوده علينا وانت بتنعم بالدولارات ومش فارق معاك,2
747,خيانه وعماله انت اهبل صح ولا غلط,2
748,#رصد | #السبكي: إمكانياتي لا تسمح لي بإنتاج أفلام دينية,1
749,الاباحية فقط !!!,0
750,ياواد يا مؤمن,2
751,"""بس تسمحلك تنتج افلام دعارة ووساخه وعري واغراء ومجون وفواحش لكن افلام دينيه  لا يعععععععع""",0
752,لا نريد أفلاما دينية من سوقة ومرتزقة يحملون فكرا صهيو صليبي.. أيها السبكي سحقا لك وبعدا لأفلامك الهابطة الساقطة!,0
753,متخصصون لافلام الدعاره,0
754,امكانياتك تسمح لك بانتاج افلام هابطه وكلها اسفاف يامتخلف,2
755,غضب ربنا باين على وشك,2
756,"""ازاي واحد متخلف عامل افلام اباحيه ويعمل افلام دينيه ، ياخى منك لله ومن امثالك  اتفووووووووو  عليك""",2
757,معقواله االسبكي  اكبر مخروج   في  مصر مش  معاها  سيواله انتاج فلام ديني,2
758,الله يحرقك وياخدك استغفر الله حتى شكلك دعارة,0
759,#رصد | قناة CBC تصف قتلى اليهود بالشهداء.. وأبو خليل: إعلام صهيوني,2
760,يا جماعة هذه القناة CBC قناة مسثمرين صهاينة بإدارة مصرية,2
761,القناة قدمت إعتذار عن الوصف ده ياشبكة دعارة اﻹخوان ياأنجاس,0
762,"""حمارة  بتهق اخلاق الحمير  السيسية  بتاع  الرفس حمارهم الكبير  عرص سيسى مركوب الكل: يهود نصارى حتى اثيوبيا ركبته""",0
763,محدش يلوم عليهم في حد ممكن يقول علي اخواته غير كدا,1
764,ربنا ياخدكم,2
765,غلطة معد بدليل انه وصف الفلسطيني بالشهيد برده بس يا عيني الاخوان و دلاديلهم افلسوا نهائيا و مش لاقيين حاجه يقولوها,2
766,ليس جديد على اعلام العار حتى اعتذارهم ان صح لدرء الرماد عن العيون,2
767,خسئوا! هم معتدون ظالمون قتلة؛وعدل اللهسيدخلهم جهنم إن شاء الله!,1
768,اوسخ من اعلامنا مفيش .,0
769, الا لعنة الله على الانقلابيين انهم يهدموا ثوابت عشناها وتربينا عليها اجيال متوالية ان الصهاينة مغتصبون لارضنا العربية وهم قتلة!,2
770,في مصر فقط: يتم استبعاد راقصة من الترشح للبرلمان لان الرقص دليل على سوء السلوك و بشكل كبار اللصوص وعملاء الامن قائمة انتخابية تفوز بالاغلبية,1
771,عملاء الأمن يا حقير؟ لو عملاء يبقو تبع أجهزة أمن بلدهم.. إنت تبع أجهزة أمن مين يا حقير؟ أمريكا ولا فرنسا ولا ولا؟,2
772,بقولك ايه يا مدام نفرتاري ممكت تقرقشي جذر حالتك هتتحسن,2
